0,ch_victor_dm
1,ch_teamplayer
2,ch_mvp_tdm
3,ch_tdmskills
4,ch_teamplayer_hc
5,ch_mvp_thc
6,ch_bombdown
7,ch_bombdefender
8,ch_bombplanter
9,ch_hero
10,ch_lastmanstanding
11,ch_saboteur
12,ch_alive
13,ch_blitz_score
14,ch_blitz_victor
15,ch_bromance
16,ch_clocking
17,ch_crank_victor
18,ch_cranky
19,ch_denied
20,ch_domcap
21,ch_domdom
22,ch_domprotector
23,ch_dom_victor
24,ch_hardcore_extreme
25,ch_hideandseek
26,ch_hunted_victor
27,ch_infected
28,ch_collector
29,ch_denier
30,ch_conf_victor
31,ch_lockdown
32,ch_rescuer
33,ch_sr_victor
34,ch_tactician
35,ch_saafe
36,ch_helpme
37,ch_cranked_reset
38,ch_telefragged
