0,ch_always_deadly
1,ch_bornready
2,ch_clearskies
3,ch_hoopla
4,ch_intelligence
5,ch_smooth_moves
6,ch_slasher
7,ch_thisisaknife
8,ch_twiceasdeadly
9,ch_throwaway
10,ch_avenger
11,ch_carbomb
12,ch_backstabber
13,ch_miserylovescompany
14,ch_cruelty
15,ch_rival
16,ch_ouch
17,ch_tangodown
18,ch_extremecruelty
19,ch_hardlanding
20,ch_starryeyed
21,ch_lokikiller
22,ch_hotshot
23,ch_untouchable
24,ch_gryphonattack
25,ch_og
26,ch_theedge
27,ch_thanksbuddy
28,ch_noescape
29,ch_bestinshow
30,ch_bestmates
31,ch_heli_sniper_finalkill
32,ch_noplacetohide
33,ch_survivor
34,ch_enemyofthestate
35,ch_dominos
36,ch_starplayer
37,ch_fastswap
38,ch_thebrink
39,ch_iamrich
40,ch_breakbank
41,ch_atm
42,ch_timeismoney
43,ch_overdraft
44,ch_bangforbuck
45,ch_neverforget
46,ch_colorofmoney
47,ch_moneyshot
48,ch_collateraldamage
49,ch_fearless
50,ch_grouphug
51,ch_airborne
52,ch_nbk
53,ch_basejump
54,ch_flyswatter
55,ch_assists
56,ch_its_personal
57,ch_omnicide
58,ch_wargasm
59,ch_thebiggertheyare
60,ch_thehardertheyfall
61,ch_crabmeat
62,ch_bullseye
63,ch_nosecrets
64,ch_airsuperiority
