0,ch_guard_dog
1,ch_uplink
2,ch_airdrop_juggernaut_maniac
3,ch_uplink_support
4,ch_deployable_vest
5,ch_deployable_ammo
6,ch_ball_drone_radar
7,ch_aa_launcher
8,ch_jammer
9,ch_air_superiority
10,ch_recon_agent
11,ch_heli_sniper
12,ch_uav_3dping
13,ch_airdrop_juggernaut_recon
14,ch_odin_support
15,ch_all_perks_bonus
16,ch_carnie
17,ch_grenadekill
18,ch_plastered
19,ch_proximityexplosive
20,ch_c4shot
21,ch_mortarshell
22,ch_motiondetected
23,ch_thermobaric
24,ch_noboomforyou
25,ch_indecentexposure
26,ch_smokeemifyougotem
27,ch_alittleconcussed
28,ch_onthepulse
29,ch_multifrag
30,ch_multic4
31,ch_multirpg
32,ch_masterchef
33,ch_counterc4
34,ch_knifevet
35,ch_notsobestfriend
36,ch_youcantseeme
37,ch_vulturekiller
38,ch_gryphondown
39,ch_enemy_down
40,ch_shooting_star
41,ch_incoming
42,ch_helo_pilot
43,ch_long_distance_shooter
44,ch_clusterfunk
45,ch_vulture
46,ch_overlord
47,ch_choppervet
48,ch_downboy
49,ch_assisted_firepower
50,ch_outsmarted
51,ch_painless
52,ch_looknohands
53,ch_guninabox
54,ch_hijacker
