0,head_mp_head_a,CUSTOMIZE_HEAD_A,m,1,0,0,,0,,,
1,head_mp_head_ab,CUSTOMIZE_HEAD_AB,m,1,0,0,,0,,,
2,head_mp_head_ac,CUSTOMIZE_HEAD_AC,m,1,0,0,,0,,,
3,head_mp_head_ad,CUSTOMIZE_HEAD_AD,m,1,0,0,,0,,,
4,head_mp_head_b,CUSTOMIZE_HEAD_B,m,1,0,0,,0,,,
5,head_mp_head_bb,CUSTOMIZE_HEAD_BB,m,1,0,0,,0,,,
6,head_mp_head_bc,CUSTOMIZE_HEAD_BC,m,1,0,0,,0,,,
7,head_mp_head_bd,CUSTOMIZE_HEAD_BD,m,1,0,0,,0,,,
8,head_mp_head_c,CUSTOMIZE_HEAD_C,m,1,0,0,,0,,,
9,head_mp_head_cb,CUSTOMIZE_HEAD_CB,m,1,0,0,,0,,,
10,head_mp_head_cc,CUSTOMIZE_HEAD_CC,m,1,0,0,,0,,,
11,head_mp_head_cd,CUSTOMIZE_HEAD_CD,m,1,0,0,,0,,,
12,head_mp_head_d,CUSTOMIZE_HEAD_D,m,1,0,0,,0,,,
13,head_mp_head_db,CUSTOMIZE_HEAD_DB,m,1,0,0,,0,,,
14,head_mp_head_dc,CUSTOMIZE_HEAD_DC,m,1,0,0,,0,,,
15,head_mp_head_dd,CUSTOMIZE_HEAD_DD,m,1,0,0,,0,,,
16,head_mp_head_e,CUSTOMIZE_HEAD_E,m,1,0,0,,0,,,
17,head_mp_head_eb,CUSTOMIZE_HEAD_EB,m,1,0,0,,0,,,
18,head_mp_head_ec,CUSTOMIZE_HEAD_EC,m,1,0,0,,0,,,
19,head_mp_head_ed,CUSTOMIZE_HEAD_ED,m,1,0,0,,0,,,
20,head_mp_head_k,CUSTOMIZE_HEAD_FEMALE_K,f,1,0,0,,0,,,
21,head_mp_head_kb,CUSTOMIZE_HEAD_FEMALE_KB,f,1,0,0,,0,,,
22,head_mp_head_kc,CUSTOMIZE_HEAD_FEMALE_KC,f,1,0,0,,0,,,
23,head_mp_head_kd,CUSTOMIZE_HEAD_FEMALE_KD,f,1,0,0,,0,,,
24,head_dlc_head_aa,CUSTOMIZE_HEAD_DLC_AA,m,0,1,0,DLC_PACK_DESC,1,mdlc_pack23,igs_sve,2
25,head_dlc_head_bb,CUSTOMIZE_HEAD_DLC_BB,m,0,1,1,LUA_MENU_UNLOCK_SEASON_PASS,1,,,
26,void,CUSTOMIZE_NO_HEAD,b,0,0,0,,0,,,
27,head_mp_head_f,CUSTOMIZE_HEAD_F,m,1,0,0,,0,,,
28,head_mp_head_fb,CUSTOMIZE_HEAD_FB,m,1,0,0,,0,,,
29,head_mp_head_fc,CUSTOMIZE_HEAD_FC,m,1,0,0,,0,,,
30,head_mp_head_fd,CUSTOMIZE_HEAD_FD,m,1,0,0,,0,,,
31,head_mp_head_g,CUSTOMIZE_HEAD_G,m,1,0,0,,0,,,
32,head_mp_head_gb,CUSTOMIZE_HEAD_GB,m,1,0,0,,0,,,
33,head_mp_head_gc,CUSTOMIZE_HEAD_GC,m,1,0,0,,0,,,
34,head_mp_head_gd,CUSTOMIZE_HEAD_GD,m,1,0,0,,0,,,
35,head_mp_head_m,CUSTOMIZE_HEAD_FEMALE_M,f,1,0,0,,0,,,
36,head_mp_head_mb,CUSTOMIZE_HEAD_FEMALE_MB,f,1,0,0,,0,,,
37,head_mp_head_mc,CUSTOMIZE_HEAD_FEMALE_MC,f,1,0,0,,0,,,
38,head_mp_head_md,CUSTOMIZE_HEAD_FEMALE_MD,f,1,0,0,,0,,,
39,head_mp_head_n,CUSTOMIZE_HEAD_FEMALE_N,f,1,0,0,,0,,,
40,head_mp_head_nb,CUSTOMIZE_HEAD_FEMALE_NB,f,1,0,0,,0,,,
41,head_mp_head_nc,CUSTOMIZE_HEAD_FEMALE_NC,f,1,0,0,,0,,,
42,head_mp_head_nd,CUSTOMIZE_HEAD_FEMALE_ND,f,1,0,0,,0,,,
43,head_mp_head_o,CUSTOMIZE_HEAD_FEMALE_O,f,1,0,0,,0,,,
44,head_mp_head_ob,CUSTOMIZE_HEAD_FEMALE_OB,f,1,0,0,,0,,,
45,head_mp_head_oc,CUSTOMIZE_HEAD_FEMALE_OC,f,1,0,0,,0,,,
46,head_mp_head_od,CUSTOMIZE_HEAD_FEMALE_OD,f,1,0,0,,0,,,
47,head_mp_clan_a,CUSTOMIZE_HEAD_CLAN_A,m,0,0,0,OPERATIONS_CLAN_CUSTOMIZE_WIN_2,1,,,
48,head_mp_clan_aa,CUSTOMIZE_HEAD_CLAN_AA,m,0,0,0,OPERATIONS_CLAN_CUSTOMIZE_WIN_3,1,,,
49,head_mp_clan_female_a,CUSTOMIZE_HEAD_CLAN_A,f,0,0,0,OPERATIONS_CLAN_CUSTOMIZE_WIN_2,1,,,
50,head_mp_clan_female_aa,CUSTOMIZE_HEAD_CLAN_AA,f,0,0,0,OPERATIONS_CLAN_CUSTOMIZE_WIN_3,1,,,
51,head_mp_clan_b,CUSTOMIZE_HEAD_CLAN_B,m,0,1,0,OPERATIONS_CLAN_CUSTOMIZE_DIAMOND_WIN_2,1,,,
52,head_mp_clan_bb,CUSTOMIZE_HEAD_CLAN_BB,m,0,1,0,OPERATIONS_CLAN_CUSTOMIZE_DIAMOND_WIN_3,1,,,
53,head_mp_clan_female_b,CUSTOMIZE_HEAD_CLAN_B,f,0,1,0,OPERATIONS_CLAN_CUSTOMIZE_DIAMOND_WIN_2,1,,,
54,head_mp_clan_female_bb,CUSTOMIZE_HEAD_CLAN_BB,f,0,1,0,OPERATIONS_CLAN_CUSTOMIZE_DIAMOND_WIN_3,1,,,
55,head_mp_elias_a,CUSTOMIZE_HERO_ELIAS,1,0,1,0,DLC_PACK_DESC,1,,,
56,head_mp_hesh_a,CUSTOMIZE_HERO_HESH,2,0,1,0,DLC_PACK_DESC,1,,,
57,head_mp_merrick_a,CUSTOMIZE_HERO_MERRICK,3,0,1,0,DLC_PACK_DESC,1,,,
58,head_mp_keegan_a,CUSTOMIZE_HERO_KEEGAN,4,0,1,0,DLC_PACK_DESC,1,,,
59,head_mp_rorke,MP_CUSTOMIZATION_UI_RORKE,5,0,1,0,DLC_PACK_DESC,1,,,
60,head_extinction_squad_f,MP_CUSTOMIZATION_UI_EXT_HEAD_F,f,0,2,0,DLC_PACK_DESC,1,mdlc_pack22,igs_sve,
61,head_extinction_squad_e,MP_CUSTOMIZATION_UI_EXT_HEAD_E,f,0,2,0,DLC_PACK_DESC,1,mdlc_pack22,igs_sve,
62,head_extinction_squad_d,MP_CUSTOMIZATION_UI_EXT_HEAD_D,f,0,2,0,DLC_PACK_DESC,1,mdlc_pack22,igs_sve,
63,head_extinction_squad_c,MP_CUSTOMIZATION_UI_EXT_HEAD_C,m,0,2,0,DLC_PACK_DESC,1,mdlc_pack22,igs_sve,
64,head_extinction_squad_b,MP_CUSTOMIZATION_UI_EXT_HEAD_B,m,0,2,0,DLC_PACK_DESC,1,mdlc_pack22,igs_sve,
65,head_extinction_squad_a,MP_CUSTOMIZATION_UI_EXT_HEAD_A,m,0,2,0,DLC_PACK_DESC,1,mdlc_pack22,igs_sve,
66,head_mp_spectrum_aa,MP_CUSTOMIZATION_UI_SPECTRUM_AA,m,0,2,0,DLC_PACK_DESC,1,mdlc_pack31,igs_svs,
67,head_mp_spectrum_female_aa,MP_CUSTOMIZATION_UI_SPECTRUM_AA,f,0,2,0,DLC_PACK_DESC,1,mdlc_pack31,igs_svs,
68,head_mp_spectrum_a,MP_CUSTOMIZATION_UI_SPECTRUM_A,m,0,2,0,DLC_PACK_DESC,1,mdlc_pack31,igs_svs,
69,head_mp_spectrum_female_a,MP_CUSTOMIZATION_UI_SPECTRUM_A,f,0,2,0,DLC_PACK_DESC,1,mdlc_pack31,igs_svs,
70,mp_resistance_c_head,MP_CUSTOMIZATION_UI_RES_HEAD_C,m,0,2,0,DLC_PACK_DESC,1,mdlc_pack33,igs_svr,
71,mp_resistance_b_head,MP_CUSTOMIZATION_UI_RES_HEAD_B,m,0,2,0,DLC_PACK_DESC,1,mdlc_pack33,igs_svr,
72,mp_resistance_a_head,MP_CUSTOMIZATION_UI_RES_HEAD_A,m,0,2,0,DLC_PACK_DESC,1,mdlc_pack33,igs_svr,
73,mp_resistance_c_head_female,MP_CUSTOMIZATION_UI_RES_HEAD_C,f,0,2,0,DLC_PACK_DESC,1,mdlc_pack33,igs_svr,
74,mp_resistance_b_head_female,MP_CUSTOMIZATION_UI_RES_HEAD_B,f,0,2,0,DLC_PACK_DESC,1,mdlc_pack33,igs_svr,
75,mp_resistance_a_head_female,MP_CUSTOMIZATION_UI_RES_HEAD_A,f,0,2,0,DLC_PACK_DESC,1,mdlc_pack33,igs_svr,
76,head_mp_bluntforce_aa,MP_CUSTOMIZATION_UI_BLUNTFORCE_AA,m,0,2,0,DLC_PACK_DESC,1,mdlc_pack43,igs_swap,
77,head_mp_bluntforce_female_aa,MP_CUSTOMIZATION_UI_BLUNTFORCE_AA,f,0,2,0,DLC_PACK_DESC,1,mdlc_pack43,igs_swap,
78,head_mp_bluntforce_a,MP_CUSTOMIZATION_UI_BLUNTFORCE_A,m,0,2,0,DLC_PACK_DESC,1,mdlc_pack43,igs_swap,
79,head_mp_bluntforce_female_a,MP_CUSTOMIZATION_UI_BLUNTFORCE_A,f,0,2,0,DLC_PACK_DESC,1,mdlc_pack43,igs_swap,
80,head_mp_inferno_aa,MP_CUSTOMIZATION_UI_INFERNO_AA,m,0,2,0,DLC_PACK_DESC,1,mdlc_pack44,igs_swap,
81,head_mp_inferno_female_aa,MP_CUSTOMIZATION_UI_INFERNO_AA,f,0,2,0,DLC_PACK_DESC,1,mdlc_pack44,igs_swap,
82,head_mp_inferno_a,MP_CUSTOMIZATION_UI_INFERNO_A,m,0,2,0,DLC_PACK_DESC,1,mdlc_pack44,igs_swap,
83,head_mp_inferno_female_a,MP_CUSTOMIZATION_UI_INFERNO_A,f,0,2,0,DLC_PACK_DESC,1,mdlc_pack44,igs_swap,
84,head_mp_bling_aa,MP_CUSTOMIZATION_UI_BLING_AA,m,0,2,0,DLC_PACK_DESC,1,mdlc_pack45,igs_swap,
85,head_mp_bling_female_aa,MP_CUSTOMIZATION_UI_BLING_AA,f,0,2,0,DLC_PACK_DESC,1,mdlc_pack45,igs_swap,
86,head_mp_bling_a,MP_CUSTOMIZATION_UI_BLING_A,m,0,2,0,DLC_PACK_DESC,1,mdlc_pack45,igs_swap,
87,head_mp_bling_female_a,MP_CUSTOMIZATION_UI_BLING_A,f,0,2,0,DLC_PACK_DESC,1,mdlc_pack45,igs_swap,
