0,eagle_patch_texture,OPERATIONS_DESC_STANDARD_ISSUE,PLAYERCARDS_QUIP_DEFAULT17,patch_584,Standard Issue,LUA_MENU_PATCH_CATEGORY_STANDARD_ISSUE,0,0,,,,
1,eagle_patch_texture,OPERATIONS_DESC_STANDARD_ISSUE,PLAYERCARDS_QUIP_DEFAULT13,patch_580,Standard Issue,LUA_MENU_PATCH_CATEGORY_STANDARD_ISSUE,0,0,,,,
2,eagle_patch_texture,OPERATIONS_DESC_STANDARD_ISSUE,PLAYERCARDS_QUIP_DEFAULT03,patch_558,Standard Issue,LUA_MENU_PATCH_CATEGORY_STANDARD_ISSUE,0,0,,,,
3,eagle_patch_texture,OPERATIONS_DESC_STANDARD_ISSUE,PLAYERCARDS_QUIP_DEFAULT32,patch_507,Standard Issue,LUA_MENU_PATCH_CATEGORY_STANDARD_ISSUE,0,0,,,,
4,eagle_patch_texture,OPERATIONS_DESC_STANDARD_ISSUE,PLAYERCARDS_QUIP_DEFAULT33,patch_509,Standard Issue,LUA_MENU_PATCH_CATEGORY_STANDARD_ISSUE,0,0,,,,
5,eagle_patch_texture,OPERATIONS_DESC_STANDARD_ISSUE,PLAYERCARDS_QUIP_FLYING_HIGH,patch_525,Standard Issue,LUA_MENU_PATCH_CATEGORY_STANDARD_ISSUE,0,0,,,,
6,eagle_patch_texture,OPERATIONS_DESC_STANDARD_ISSUE,PLAYERCARDS_QUIP_DEFAULT01,patch_553,Standard Issue,LUA_MENU_PATCH_CATEGORY_STANDARD_ISSUE,0,0,,,,
7,eagle_patch_texture,OPERATIONS_DESC_STANDARD_ISSUE,PLAYERCARDS_QUIP_DEFAULT02,patch_554,Standard Issue,LUA_MENU_PATCH_CATEGORY_STANDARD_ISSUE,0,0,,,,
8,eagle_patch_texture,OPERATIONS_DESC_STANDARD_ISSUE,PLAYERCARDS_QUIP_DEFAULT04,patch_561,Standard Issue,LUA_MENU_PATCH_CATEGORY_STANDARD_ISSUE,0,0,,,,
9,eagle_patch_texture,OPERATIONS_DESC_STANDARD_ISSUE,PLAYERCARDS_QUIP_DEFAULT05,patch_562,Standard Issue,LUA_MENU_PATCH_CATEGORY_STANDARD_ISSUE,0,0,,,,
10,eagle_patch_texture,OPERATIONS_DESC_STANDARD_ISSUE,PLAYERCARDS_QUIP_DEFAULT06,patch_563,Standard Issue,LUA_MENU_PATCH_CATEGORY_STANDARD_ISSUE,0,0,,,,
11,eagle_patch_texture,OPERATIONS_DESC_STANDARD_ISSUE,PLAYERCARDS_QUIP_DEFAULT08,patch_575,Standard Issue,LUA_MENU_PATCH_CATEGORY_STANDARD_ISSUE,0,0,,,,
12,eagle_patch_texture,OPERATIONS_DESC_STANDARD_ISSUE,PLAYERCARDS_QUIP_DEFAULT09,patch_576,Standard Issue,LUA_MENU_PATCH_CATEGORY_STANDARD_ISSUE,0,0,,,,
13,eagle_patch_texture,OPERATIONS_DESC_STANDARD_ISSUE,PLAYERCARDS_QUIP_DEFAULT10,patch_577,Standard Issue,LUA_MENU_PATCH_CATEGORY_STANDARD_ISSUE,0,0,,,,
14,eagle_patch_texture,OPERATIONS_DESC_STANDARD_ISSUE,PLAYERCARDS_QUIP_DEFAULT11,patch_578,Standard Issue,LUA_MENU_PATCH_CATEGORY_STANDARD_ISSUE,0,0,,,,
15,eagle_patch_texture,OPERATIONS_DESC_STANDARD_ISSUE,PLAYERCARDS_QUIP_DEFAULT12,patch_579,Standard Issue,LUA_MENU_PATCH_CATEGORY_STANDARD_ISSUE,0,0,,,,
16,eagle_patch_texture,OPERATIONS_DESC_STANDARD_ISSUE,PLAYERCARDS_QUIP_DEFAULT14,patch_581,Standard Issue,LUA_MENU_PATCH_CATEGORY_STANDARD_ISSUE,0,0,,,,
17,eagle_patch_texture,OPERATIONS_DESC_STANDARD_ISSUE,PLAYERCARDS_QUIP_DEFAULT15,patch_582,Standard Issue,LUA_MENU_PATCH_CATEGORY_STANDARD_ISSUE,0,0,,,,
18,eagle_patch_texture,OPERATIONS_DESC_STANDARD_ISSUE,PLAYERCARDS_QUIP_DEFAULT16,patch_583,Standard Issue,LUA_MENU_PATCH_CATEGORY_STANDARD_ISSUE,0,0,,,,
19,eagle_patch_texture,OPERATIONS_DESC_STANDARD_ISSUE,PLAYERCARDS_QUIP_DEFAULT18,patch_585,Standard Issue,LUA_MENU_PATCH_CATEGORY_STANDARD_ISSUE,0,0,,,,
20,eagle_patch_texture,OPERATIONS_DESC_STANDARD_ISSUE,PLAYERCARDS_QUIP_DEFAULT19,patch_586,Standard Issue,LUA_MENU_PATCH_CATEGORY_STANDARD_ISSUE,0,0,,,,
21,eagle_patch_texture,OPERATIONS_DESC_STANDARD_ISSUE,PLAYERCARDS_QUIP_DEFAULT20,patch_587,Standard Issue,LUA_MENU_PATCH_CATEGORY_STANDARD_ISSUE,0,0,,,,
22,eagle_patch_texture,OPERATIONS_DESC_STANDARD_ISSUE,PLAYERCARDS_QUIP_DEFAULT21,patch_588,Standard Issue,LUA_MENU_PATCH_CATEGORY_STANDARD_ISSUE,0,0,,,,
23,eagle_patch_texture,OPERATIONS_DESC_STANDARD_ISSUE,PLAYERCARDS_QUIP_DEFAULT22,patch_589,Standard Issue,LUA_MENU_PATCH_CATEGORY_STANDARD_ISSUE,0,0,,,,
24,eagle_patch_texture,OPERATIONS_DESC_STANDARD_ISSUE,PLAYERCARDS_QUIP_DEFAULT23,patch_592,Standard Issue,LUA_MENU_PATCH_CATEGORY_STANDARD_ISSUE,0,0,,,,
25,eagle_patch_texture,OPERATIONS_DESC_STANDARD_ISSUE,PLAYERCARDS_QUIP_DEFAULT24,patch_593,Standard Issue,LUA_MENU_PATCH_CATEGORY_STANDARD_ISSUE,0,0,,,,
