1,melee_only,1,ALIEN_COLLECTIBLES_CHALLENGE_MELEE_ONLY,ALIEN_COLLECTIBLES_CHALLENGE_COMPLETED_SKILL,ALIEN_COLLECTIBLES_CHALLENGE_FAILED,1,,mini_lung,
2,take_no_damage,1,ALIEN_COLLECTIBLES_CHALLENGE_NODAMAGE,ALIEN_COLLECTIBLES_CHALLENGE_COMPLETED_SKILL,ALIEN_COLLECTIBLES_CHALLENGE_FAILED,1,,mini_lung,
3,melee_5_goons,2 3 4 5,ALIENS_PATCH_MELEE_GOONS,ALIEN_COLLECTIBLES_CHALLENGE_COMPLETED_SKILL,ALIEN_COLLECTIBLES_CHALLENGE_FAILED,1,,lodge_lung_1 lodge_lung_2 lodge_lung_3 lodge_lung_4 lodge_lung_5 lodge_lung_6,5 10 10 25
4,kill_10_with_propane,2 3 4 5,ALIEN_COLLECTIBLES_CHALLENGE_KILL10PROPANE,ALIEN_COLLECTIBLES_CHALLENGE_COMPLETED_SKILL,ALIEN_COLLECTIBLES_CHALLENGE_FAILED,1,,lodge_lung_1 lodge_lung_2 lodge_lung_3 lodge_lung_4 lodge_lung_5 lodge_lung_6,5 10 10 10
5,stay_prone,2 3 4 5,ALIEN_COLLECTIBLES_CHALLENGE_STAY_PRONE,ALIEN_COLLECTIBLES_CHALLENGE_COMPLETED_SKILL,ALIEN_COLLECTIBLES_CHALLENGE_FAILED,1,,lodge_lung_1 lodge_lung_2 lodge_lung_3 lodge_lung_4 lodge_lung_5 lodge_lung_6,15 25 25 40
6,75_percent_accuracy,2 3 4 5,ALIEN_COLLECTIBLES_CHALLENGE_75_PERCENT_ACCURACY,ALIEN_COLLECTIBLES_CHALLENGE_COMPLETED_SKILL,ALIEN_COLLECTIBLES_CHALLENGE_FAILED,1,,lodge_lung_1 lodge_lung_2 lodge_lung_3 lodge_lung_4 lodge_lung_5 lodge_lung_6,
7,kill_airborne_aliens,2 3 4 5,ALIEN_COLLECTIBLES_CHALLENGE_KILL_AIRBORNE_ALIENS,ALIEN_COLLECTIBLES_CHALLENGE_COMPLETED_SKILL,ALIEN_COLLECTIBLES_CHALLENGE_FAILED,1,,lodge_lung_1 lodge_lung_2 lodge_lung_3 lodge_lung_4 lodge_lung_5 lodge_lung_6,3 5 5 5
8,no_reloads,2 3 4 5 6 7 8 9,ALIEN_COLLECTIBLES_CHALLENGE_NORELOAD,ALIEN_COLLECTIBLES_CHALLENGE_COMPLETED_SKILL,ALIEN_COLLECTIBLES_CHALLENGE_FAILED,1,,lodge_lung_1 lodge_lung_2 lodge_lung_3 lodge_lung_4 lodge_lung_5 lodge_lung_6 city_lung_1 city_lung_2 city_lung_3 city_lung_4 city_lung_5,
9,spend_10k,6 7 8 9,ALIEN_COLLECTIBLES_CHALLENGE_SPEND_MONEY,ALIEN_COLLECTIBLES_CHALLENGE_COMPLETED_SKILL,ALIEN_COLLECTIBLES_CHALLENGE_FAILED,1,,city_lung_1 city_lung_2 city_lung_3 city_lung_4 city_lung_5,
10,kill_10_with_traps,6 7 8 9,ALIEN_COLLECTIBLES_CHALLENGE_KILL10TRAPS,ALIEN_COLLECTIBLES_CHALLENGE_COMPLETED_SKILL,ALIEN_COLLECTIBLES_CHALLENGE_FAILED,1,,city_lung_1 city_lung_2 city_lung_3 city_lung_4 city_lung_5,5 10 10 20
11,50_percent_accuracy,6 7 8 9,ALIEN_COLLECTIBLES_CHALLENGE_50_PERCENT_ACCURACY,ALIEN_COLLECTIBLES_CHALLENGE_COMPLETED_SKILL,ALIEN_COLLECTIBLES_CHALLENGE_FAILED,1,,city_lung_1 city_lung_2 city_lung_3 city_lung_4 city_lung_5,
