1,melee_5_goons,1 2 3 4,ALIENS_PATCH_MELEE_GOONS,ALIEN_COLLECTIBLES_CHALLENGE_COMPLETED_SKILL,ALIEN_COLLECTIBLES_CHALLENGE_FAILED,1,,checkpoint_hive_01 checkpoint_hive_02 checkpoint_hive_03 checkpoint_hive_04 checkpoint_hive_05,2 7 7 10
2,50_percent_accuracy,1 2 3 4,ALIEN_COLLECTIBLES_CHALLENGE_50_PERCENT_ACCURACY,ALIEN_COLLECTIBLES_CHALLENGE_COMPLETED_SKILL,ALIEN_COLLECTIBLES_CHALLENGE_FAILED,1,,checkpoint_hive_01 checkpoint_hive_02 checkpoint_hive_03 checkpoint_hive_04 checkpoint_hive_05,
3,kill_10_with_turrets,2 3 4,ALIEN_COLLECTIBLES_CHALLENGE_KILL_WITH_TURRETS,ALIEN_COLLECTIBLES_CHALLENGE_COMPLETED_SKILL,ALIEN_COLLECTIBLES_CHALLENGE_FAILED,1,,checkpoint_hive_03 checkpoint_hive_05,
4,no_reloads,2 3 4,ALIEN_COLLECTIBLES_CHALLENGE_NORELOAD,ALIEN_COLLECTIBLES_CHALLENGE_COMPLETED_SKILL,ALIEN_COLLECTIBLES_CHALLENGE_FAILED,1,,checkpoint_hive_01 checkpoint_hive_02 checkpoint_hive_03 checkpoint_hive_04 checkpoint_hive_05,
5,stay_prone,2 3 4,ALIEN_COLLECTIBLES_CHALLENGE_STAY_PRONE,ALIEN_COLLECTIBLES_CHALLENGE_COMPLETED_SKILL,ALIEN_COLLECTIBLES_CHALLENGE_FAILED,1,,checkpoint_hive_01 checkpoint_hive_02 checkpoint_hive_03 checkpoint_hive_04 checkpoint_hive_05,
6,long_shot,2 3 4 6 7 8 9,ALIEN_DLC_CHALLENGES_LONGSHOT,ALIEN_COLLECTIBLES_CHALLENGE_COMPLETED_SKILL,ALIEN_COLLECTIBLES_CHALLENGE_FAILED,1,,checkpoint_hive_01 checkpoint_hive_02 checkpoint_hive_03 checkpoint_hive_04 checkpoint_hive_05 compound_hive_01 compound_hive_02 compound_hive_03 compound_hive_04 compound_hive_05 compound_hive_06 compound_hive_07 compound_hive_08,10 15 15 20
7,kill_10_with_traps,4 6 7 8 9,ALIEN_COLLECTIBLES_CHALLENGE_KILL10TRAPS,ALIEN_COLLECTIBLES_CHALLENGE_COMPLETED_SKILL,ALIEN_COLLECTIBLES_CHALLENGE_FAILED,1,,checkpoint_hive_02 checkpoint_hive_03 compound_hive_01 compound_hive_02 compound_hive_03 compound_hive_04 compound_hive_05 compound_hive_06 compound_hive_07 compound_hive_08,
8,kill_marked,6 7 8 9,ALIEN_DLC_CHALLENGES_KILL_MARKED,ALIEN_COLLECTIBLES_CHALLENGE_COMPLETED_SKILL,ALIEN_COLLECTIBLES_CHALLENGE_FAILED,1,,compound_hive_01 compound_hive_02 compound_hive_03 compound_hive_04 compound_hive_05 compound_hive_06 compound_hive_07 compound_hive_08,3 5 8 10
9,spend_10k,6 7 8 9,ALIEN_COLLECTIBLES_CHALLENGE_SPEND_MONEY,ALIEN_COLLECTIBLES_CHALLENGE_COMPLETED_SKILL,ALIEN_COLLECTIBLES_CHALLENGE_FAILED,1,,compound_hive_01 compound_hive_02 compound_hive_03 compound_hive_04 compound_hive_05 compound_hive_06 compound_hive_07 compound_hive_08,
10,kill_nodamage,6 7 8 9,ALIEN_DLC_CHALLENGES_KILL_NODAMAGE,ALIEN_COLLECTIBLES_CHALLENGE_COMPLETED_SKILL,ALIEN_COLLECTIBLES_CHALLENGE_FAILED,1,,compound_hive_01 compound_hive_02 compound_hive_03 compound_hive_04 compound_hive_05 compound_hive_06 compound_hive_07 compound_hive_08,3 5 8 10
11,no_abilities,6 7 8 9,ALIEN_COLLECTIBLES_CHALLENGE_NOABILITIES,ALIEN_COLLECTIBLES_CHALLENGE_COMPLETED_SKILL,ALIEN_COLLECTIBLES_CHALLENGE_FAILED,1,,compound_hive_01 compound_hive_02 compound_hive_03 compound_hive_04 compound_hive_05 compound_hive_06 compound_hive_07 compound_hive_08,
12,kill_10_in_30,6 7 8 9,ALIEN_COLLECTIBLES_CHALLENGE_KILL_10_IN_30,ALIEN_COLLECTIBLES_CHALLENGE_COMPLETED_SKILL,ALIEN_COLLECTIBLES_CHALLENGE_FAILED,1,,compound_hive_01 compound_hive_02 compound_hive_03 compound_hive_04 compound_hive_05 compound_hive_06 compound_hive_07 compound_hive_08,
13,kill_leper,6 7 8 9,ALIEN_COLLECTIBLES_CHALLENGE_KILL_LEPER,ALIEN_COLLECTIBLES_CHALLENGE_COMPLETED_SKILL,ALIEN_COLLECTIBLES_CHALLENGE_FAILED,1,,compound_hive_01 compound_hive_02 compound_hive_03 compound_hive_04 compound_hive_05 compound_hive_06 compound_hive_07 compound_hive_08,
14,stay_within_area,6 7 8 9 10 11 12 13 14,ALIEN_COLLECTIBLES_CHALLENGE_STAY_WITHIN_AREA,ALIEN_COLLECTIBLES_CHALLENGE_COMPLETED_SKILL,ALIEN_COLLECTIBLES_CHALLENGE_FAILED,1,,compound_hive_01 compound_hive_02 compound_hive_03 compound_hive_04 compound_hive_05 compound_hive_06 compound_hive_07 compound_hive_08 facility_hive_01 facility_hive_02 facility_hive_03 facility_hive_04 facility_hive_05 facility_hive_06 facility_hive_07,10 15 15 20
15,melee_spitter,10 11 12 13 14,ALIEN_COLLECTIBLES_CHALLENGE_MELEE_SPITTER,ALIEN_COLLECTIBLES_CHALLENGE_COMPLETED_SKILL,ALIEN_COLLECTIBLES_CHALLENGE_FAILED,1,,facility_hive_01 facility_hive_02 facility_hive_03 facility_hive_04 facility_hive_05 facility_hive_06 facility_hive_07,
16,minion_preexplode,10 11 12 13 14,ALIEN_DLC_CHALLENGES_MINION_PREEXPLODE,ALIEN_COLLECTIBLES_CHALLENGE_COMPLETED_SKILL,ALIEN_COLLECTIBLES_CHALLENGE_FAILED,1,,facility_hive_01 facility_hive_02 facility_hive_03 facility_hive_04 facility_hive_05 facility_hive_06 facility_hive_07,3 5 8 10
17,healthy_kills,10 11 12 13 14,ALIEN_DLC_CHALLENGES_HEALTHY_KILLS,ALIEN_COLLECTIBLES_CHALLENGE_COMPLETED_SKILL,ALIEN_COLLECTIBLES_CHALLENGE_FAILED,1,,facility_hive_01 facility_hive_02 facility_hive_03 facility_hive_04 facility_hive_05 facility_hive_06 facility_hive_07,3 5 8 10
18,no_stuck_drill,10 11 12 13 14,ALIEN_COLLECTIBLES_CHALLENGE_NOSTUCKDRILL,ALIEN_COLLECTIBLES_CHALLENGE_COMPLETED_SKILL,ALIEN_COLLECTIBLES_CHALLENGE_FAILED,1,,facility_hive_01 facility_hive_02 facility_hive_03 facility_hive_04 facility_hive_05 facility_hive_06 facility_hive_07,
19,spend_20k,10 11 12 13 14,ALIEN_COLLECTIBLES_CHALLENGE_SPEND_MONEY,ALIEN_COLLECTIBLES_CHALLENGE_COMPLETED_SKILL,ALIEN_COLLECTIBLES_CHALLENGE_FAILED,1,,facility_hive_01 facility_hive_02 facility_hive_03 facility_hive_04 facility_hive_05 facility_hive_06 facility_hive_07,
20,kill_airborne_aliens,10 11 12 13 14,ALIEN_COLLECTIBLES_CHALLENGE_KILL_AIRBORNE_ALIENS,ALIEN_COLLECTIBLES_CHALLENGE_COMPLETED_SKILL,ALIEN_COLLECTIBLES_CHALLENGE_FAILED,1,,facility_hive_01 facility_hive_02 facility_hive_03 facility_hive_04 facility_hive_05 facility_hive_06 facility_hive_07,
21,spend_no_money,10 11 12 13 14,ALIEN_COLLECTIBLES_CHALLENGE_NOMONEY,ALIEN_COLLECTIBLES_CHALLENGE_COMPLETED_SKILL,ALIEN_COLLECTIBLES_CHALLENGE_FAILED,1,,facility_hive_01 facility_hive_02 facility_hive_03 facility_hive_04 facility_hive_05 facility_hive_06 facility_hive_07,
