used_deployable_ammo,ALIEN_SPLASHES_USED_AMMO,ALIEN_SPLASHES_USED_AMMO,,4,1,1,1,1,mp_splash_screen_default,,playercard_splash
used_deployable_vest,ALIEN_SPLASHES_USED_ARMOR,ALIEN_SPLASHES_USED_ARMOR,,4,1,1,1,1,mp_splash_screen_default,,playercard_splash
used_deployable_ap_ammo,ALIEN_SPLASHES_USED_AP_AMMO,ALIEN_SPLASHES_USED_AP_AMMO,,4,1,1,1,1,mp_splash_screen_default,,playercard_splash
used_deployable_stun_ammo,ALIEN_SPLASHES_USED_STUN_AMMO,ALIEN_SPLASHES_USED_STUN_AMMO,,4,1,1,1,1,mp_splash_screen_default,,playercard_splash
used_deployable_exp_ammo,ALIEN_SPLASHES_USED_EXP_AMMO,ALIEN_SPLASHES_USED_EXP_AMMO,,4,1,1,1,1,mp_splash_screen_default,,playercard_splash
used_deployable_in_ammo,ALIEN_SPLASHES_USED_IN_AMMO,ALIEN_SPLASHES_USED_IN_AMMO,,4,1,1,1,1,mp_splash_screen_default,,playercard_splash
used_deployable_explosives,ALIEN_SPLASHES_USED_EXPLOSIVES,ALIEN_SPLASHES_USED_EXPLOSIVES,,4,1,1,1,1,mp_splash_screen_default,,playercard_splash
used_deployable_juicebox,ALIEN_SPLASHES_USED_BOOST,ALIEN_SPLASHES_USED_BOOST,,4,1,1,1,1,mp_splash_screen_default,,playercard_splash
used_sentry,ALIEN_SPLASHES_SENTRY,ALIEN_SPLASHES_SENTRY,,4,1,1,1,1,mp_splash_screen_default,,playercard_splash
used_minigun_turret,ALIEN_SPLASHES_USED_MINIGUN_TURRET,ALIEN_SPLASHES_USED_MINIGUN_TURRET,,4,1,1,1,1,mp_splash_screen_default,,playercard_splash
used_gl_turret,ALIEN_SPLASHES_USED_GL_TURRET,ALIEN_SPLASHES_USED_GL_TURRET,,4,1,1,1,1,mp_splash_screen_default,,playercard_splash
used_remote_mortar,ALIEN_SPLASHES_USED_REMOTE_MORTAR,ALIEN_SPLASHES_USED_REMOTE_MORTAR,,4,1,1,1,1,mp_splash_screen_default,,playercard_splash
used_remote_mg_turret,ALIEN_SPLASHES_USED_REMOTE_TURRET,ALIEN_SPLASHES_USED_REMOTE_TURRET,,4,1,1,1,1,mp_splash_screen_default,,playercard_splash
used_ims,ALIEN_SPLASHES_USED_IMS,ALIEN_SPLASHES_USED_IMS,,4,1,1,1,1,mp_splash_screen_default,,playercard_splash
used_deployable_randombox,ALIEN_SPLASHES_USED_RANDOMBOX,ALIEN_SPLASHES_USED_RANDOMBOX,,4,1,1,1,1,mp_splash_screen_default,,playercard_splash
used_deployable_currency,ALIEN_SPLASHES_USED_CURRENCY,ALIEN_SPLASHES_USED_CURRENCY,,4,1,1,1,1,mp_splash_screen_default,,playercard_splash
used_juggernaut,ALIEN_SPLASHES_USED_JUGGERNAUT,ALIEN_SPLASHES_USED_JUGGERNAUT,,4,1,1,1,1,mp_splash_screen_default,,playercard_splash
revived,ALIEN_SPLASHES_PLAYER_REVIVED,ALIEN_SPLASHES_PLAYER_REVIVED,,4,1,1,1,1,mp_splash_screen_default,,playercard_splash
stuck_semtex,ALIEN_SPLASHES_STUCK_SEMTEX,ALIEN_SPLASHES_STUCK_SEMTEX_DESC,,4,1,1,1,1,mp_splash_screen_default,,playercard_splash
attack_chopper_pot,ALIEN_SPLASHES_ATTACK_CHOPPER,ALIEN_SPLASHES_ATTACK_CHOPPER_POT_DESC,,1.5,1,1,1,1,mp_splash_screen_default,,playercard_splash
attack_chopper_pot_solo,ALIEN_SPLASHES_ATTACK_CHOPPER,ALIEN_SPLASHES_ATTACK_CHOPPER_POT_SOLO_DESC,,1.5,1,1,1,1,mp_splash_screen_default,,playercard_splash
attack_chopper_enroute,ALIEN_SPLASHES_ATTACK_CHOPPER,ALIEN_SPLASHES_ATTACK_CHOPPER_ENROUTE_DESC,,4,1,1,1,1,mp_splash_screen_default,,playercard_splash
