1,spend_10k,12 13 14 15 16 17 18 19 20 21 22 23,MP_ALIEN_LAST_CHALLENGE_SPEND_MONEY,ALIEN_COLLECTIBLES_CHALLENGE_COMPLETED_SKILL,ALIEN_COLLECTIBLES_CHALLENGE_FAILED,1,,conduit_gas_station_1 conduit_gas_station_2 conduit_parking_1 conduit_parking_2 conduit_rooftop_1 conduit_rooftop_2,6 6 10 10
2,spend_20k,19 21 23,MP_ALIEN_LAST_CHALLENGE_SPEND_MONEY,ALIEN_COLLECTIBLES_CHALLENGE_COMPLETED_SKILL,ALIEN_COLLECTIBLES_CHALLENGE_FAILED,0,,conduit_gas_station_2 conduit_parking_2 conduit_rooftop_2,6 15 15 20
3,spend_no_money,6 8 10 12 14 16,ALIEN_COLLECTIBLES_CHALLENGE_NOMONEY,ALIEN_COLLECTIBLES_CHALLENGE_COMPLETED_SKILL,ALIEN_COLLECTIBLES_CHALLENGE_FAILED,1,,conduit_gas_station_1 conduit_parking_1 conduit_rooftop_1,
4,no_reloads,6 8 10 12 14 16,ALIEN_COLLECTIBLES_CHALLENGE_NORELOAD,ALIEN_COLLECTIBLES_CHALLENGE_COMPLETED_SKILL,ALIEN_COLLECTIBLES_CHALLENGE_FAILED,1,,conduit_gas_station_1 conduit_parking_1 conduit_rooftop_1,
5,no_abilities,12 14 16 18 20 22,ALIEN_COLLECTIBLES_CHALLENGE_NOABILITIES,ALIEN_COLLECTIBLES_CHALLENGE_COMPLETED_SKILL,ALIEN_COLLECTIBLES_CHALLENGE_FAILED,1,,conduit_gas_station_1 conduit_parking_1 conduit_rooftop_1,
6,no_stuck_drill,7 9 11 13 15 17,MP_ALIEN_LAST_CHALLENGE_DRILL_HEALTH,ALIEN_COLLECTIBLES_CHALLENGE_COMPLETED_SKILL,ALIEN_COLLECTIBLES_CHALLENGE_FAILED,1,,conduit_gas_station_2 conduit_parking_2 conduit_rooftop_2,
7,no_laststand,6 8 10 12 14 16,MP_ALIEN_LAST_CHALLENGE_NO_LAST_STAND,ALIEN_COLLECTIBLES_CHALLENGE_COMPLETED_SKILL,ALIEN_COLLECTIBLES_CHALLENGE_FAILED,0,,conduit_gas_station_1 conduit_parking_1 conduit_rooftop_1,
8,no_bleedout,12 14 16 18 20 22,MP_ALIEN_LAST_CHALLENGE_NO_BLEED_OUT,ALIEN_COLLECTIBLES_CHALLENGE_COMPLETED_SKILL,ALIEN_COLLECTIBLES_CHALLENGE_FAILED,0,,conduit_gas_station_2 conduit_parking_2 conduit_rooftop_2,
9,protect_player,0,ALIEN_COLLECTIBLES_CHALLENGE_PROTECT_PLAYER,ALIEN_COLLECTIBLES_CHALLENGE_COMPLETED_SKILL,ALIEN_COLLECTIBLES_CHALLENGE_FAILED,0,ALIEN_COLLECTIBLES_CHALLENGE_PROTECT_PLAYER_SPLASH,,
10,pistols_only,6 7 8 9 10 11,MP_ALIEN_LAST_CHALLENGE_PISTOLS_ONLY,ALIEN_COLLECTIBLES_CHALLENGE_COMPLETED_SKILL,ALIEN_COLLECTIBLES_CHALLENGE_FAILED,1,,conduit_gas_station_1 conduit_parking_1 conduit_rooftop_1,10 15 15 20
11,shotguns_only,12 13 14 15 16 17 18 19 20 21 22 23,MP_ALIEN_LAST_CHALLENGE_SHOTGUNS_ONLY,ALIEN_COLLECTIBLES_CHALLENGE_COMPLETED_SKILL,ALIEN_COLLECTIBLES_CHALLENGE_FAILED,1,,conduit_gas_station_1 conduit_gas_station_2 conduit_parking_1 conduit_parking_2 conduit_rooftop_1 conduit_rooftop_2,10 15 15 20
12,lmgs_only,14 15 16 17 20 21 22 23,MP_ALIEN_LAST_CHALLENGE_LMGS_ONLY,ALIEN_COLLECTIBLES_CHALLENGE_COMPLETED_SKILL,ALIEN_COLLECTIBLES_CHALLENGE_FAILED,1,,conduit_parking_1 conduit_parking_2 conduit_rooftop_1 conduit_rooftop_2,10 15 15 20
13,snipers_only,8 9 14 15,MP_ALIEN_LAST_CHALLENGE_SNIPERS_ONLY,ALIEN_COLLECTIBLES_CHALLENGE_COMPLETED_SKILL,ALIEN_COLLECTIBLES_CHALLENGE_FAILED,1,,conduit_parking_1 conduit_parking_2,10 15 15 20
14,smg_only,12 13 14 15 16 17 18 19 20 21 22 23,MP_ALIEN_LAST_CHALLENGE_SMGS_ONLY,ALIEN_COLLECTIBLES_CHALLENGE_COMPLETED_SKILL,ALIEN_COLLECTIBLES_CHALLENGE_FAILED,1,,conduit_gas_station_1 conduit_gas_station_2 conduit_parking_1 conduit_parking_2 conduit_rooftop_1 conduit_rooftop_2,10 15 15 20
