1,pistols_only,2 4 5 6,ALIEN_COLLECTIBLES_CHALLENGE_PISTOLS_ONLY,ALIEN_COLLECTIBLES_CHALLENGE_COMPLETED_SKILL,ALIEN_COLLECTIBLES_CHALLENGE_FAILED,1,,mini_lung_00 well_deck_2  cargo_area_mini_1 cargo_area_mini_2 cargo_area_mini_4 cargo_area_main top_deck_mini_1 top_deck_mini_2 top_deck_mini_3 lab_mini_1 lab_mini_2 lab_mini_3 lab_mini_4 lab_area_main,
2,shotguns_only,4 5 6 7 8 9 10 11 12 13,ALIEN_COLLECTIBLES_CHALLENGE_SHOTGUNS_ONLY,ALIEN_COLLECTIBLES_CHALLENGE_COMPLETED_SKILL,ALIEN_COLLECTIBLES_CHALLENGE_FAILED,1,,mini_lung_00 well_deck_2  cargo_area_mini_1 cargo_area_mini_2 cargo_area_mini_4 cargo_area_main top_deck_mini_1 top_deck_mini_2 top_deck_mini_3 lab_mini_1 lab_mini_2 lab_mini_3 lab_mini_4 lab_area_main,
3,lmgs_only,4 5 6 7 8 9 10 11 12 13,ALIEN_COLLECTIBLES_CHALLENGE_LMGS_ONLY,ALIEN_COLLECTIBLES_CHALLENGE_COMPLETED_SKILL,ALIEN_COLLECTIBLES_CHALLENGE_FAILED,1,,mini_lung_00 well_deck_2  cargo_area_mini_1 cargo_area_mini_2 cargo_area_mini_4 cargo_area_main top_deck_mini_1 top_deck_mini_2 top_deck_mini_3 lab_mini_1 lab_mini_2 lab_mini_3 lab_mini_4 lab_area_main,
4,snipers_only,4 5 6 7,ALIEN_COLLECTIBLES_CHALLENGE_SNIPERS_ONLY,ALIEN_COLLECTIBLES_CHALLENGE_COMPLETED_SKILL,ALIEN_COLLECTIBLES_CHALLENGE_FAILED,1,,mini_lung_00 well_deck_2  cargo_area_mini_1 cargo_area_mini_2 cargo_area_mini_3 cargo_area_mini_4 cargo_area_main top_deck_mini_1 top_deck_mini_2 top_deck_mini_3 lab_mini_1 lab_mini_2 lab_mini_3 lab_mini_4 lab_area_main,
5,smg_only,4 5 6 7 8 9 10 11 12 13,ALIEN_COLLECTIBLES_CHALLENGE_SMG_ONLY,ALIEN_COLLECTIBLES_CHALLENGE_COMPLETED_SKILL,ALIEN_COLLECTIBLES_CHALLENGE_FAILED,1,,mini_lung_00 well_deck_2  cargo_area_mini_1 cargo_area_mini_2 cargo_area_mini_4 cargo_area_main top_deck_mini_1 top_deck_mini_2 top_deck_mini_3 lab_mini_1 lab_mini_2 lab_mini_3 lab_mini_4 lab_area_main,
6,ar_only,4 5 6 7 8 9 10 11 12 13,ALIEN_COLLECTIBLES_CHALLENGE_AR_ONLY,ALIEN_COLLECTIBLES_CHALLENGE_COMPLETED_SKILL,ALIEN_COLLECTIBLES_CHALLENGE_FAILED,1,,mini_lung_00 well_deck_2  cargo_area_mini_1 cargo_area_mini_2 cargo_area_mini_4 cargo_area_main top_deck_mini_1 top_deck_mini_2 top_deck_mini_3 lab_mini_1 lab_mini_2 lab_mini_3 lab_mini_4 lab_area_main,
7,melee_5_goons,1 2 4 5 6 7 8 9 10 11 12 13,ALIENS_PATCH_MELEE_GOONS,ALIEN_COLLECTIBLES_CHALLENGE_COMPLETED_SKILL,ALIEN_COLLECTIBLES_CHALLENGE_FAILED,1,,mini_lung_00 well_deck_2  cargo_area_mini_1 cargo_area_mini_2 cargo_area_mini_4 cargo_area_main top_deck_mini_1 top_deck_mini_2 top_deck_mini_3 lab_mini_1 lab_mini_2 lab_mini_3 lab_mini_4 lab_area_main,2 7 7 10
8,kill_leper,2 4 5 6 7 8 9 10 11 12 13,ALIEN_COLLECTIBLES_CHALLENGE_KILL_LEPER,ALIEN_COLLECTIBLES_CHALLENGE_COMPLETED_SKILL,ALIEN_COLLECTIBLES_CHALLENGE_FAILED,1,,mini_lung_00 well_deck_2  cargo_area_mini_1 cargo_area_mini_2 cargo_area_mini_4 cargo_area_main top_deck_mini_1 top_deck_mini_2 top_deck_mini_3 lab_mini_1 lab_mini_2 lab_mini_3 lab_mini_4 lab_area_main,
9,minion_preexplode,4 5 6 7 8 9 10 11 12 13,ALIEN_DLC_CHALLENGES_MINION_PREEXPLODE,ALIEN_COLLECTIBLES_CHALLENGE_COMPLETED_SKILL,ALIEN_COLLECTIBLES_CHALLENGE_FAILED,1,,mini_lung_00 well_deck_2  cargo_area_mini_1 cargo_area_mini_2 cargo_area_mini_4 cargo_area_main top_deck_mini_1 top_deck_mini_2 top_deck_mini_3 lab_mini_1 lab_mini_2 lab_mini_3 lab_mini_4 lab_area_main,3 5 8 10
10,50_percent_accuracy,1,ALIEN_COLLECTIBLES_CHALLENGE_50_PERCENT_ACCURACY,ALIEN_COLLECTIBLES_CHALLENGE_COMPLETED_SKILL,ALIEN_COLLECTIBLES_CHALLENGE_FAILED,1,,mini_lung_00 well_deck_2  cargo_area_mini_1 cargo_area_mini_2 cargo_area_mini_4 cargo_area_main top_deck_mini_1 top_deck_mini_2 top_deck_mini_3 lab_mini_1 lab_mini_2 lab_mini_3 lab_mini_4 lab_area_main,
