all,854e5400,f04cae49-c14b-4df0-93a9-0e61fa94dea9,customization,0,,,# Char Blunt Force
all,43204800,193f51f4-305a-4b00-8d5d-01583c5a7dae,customization,0,,,# Char Inferno
all,d6873000,6119b3d2-5278-4826-9b67-a09e09415524,customization,0,,,# Char Bling
all,54ab3400,adaecf85-a006-445a-b480-d926076ecf90,additional,0,,,# Ripper
all,650b2400,88a451fa-29aa-420a-852f-c1de7a2b428b,additional,0,,,# Maverick
all,325c7800,2d1e56e2-f4db-4a4a-81a0-e4c6f103404b,personalization,0,,,# Personalization Flags
all,2cd30c00,86197cf0-5cdd-40eb-8f96-afa44129e2e9,personalization,0,,,# Personalization Pack 17 - 
all,5c06b400,2e9fd298-3777-4a11-9af2-9288dd25ab64,personalization,0,,,# Personalization Pack 18 - 
all,5bbd6800,6563c716-cda0-4cbd-b07a-e9a99d8d94eb,personalization,0,,,# Personalization Pack 19 - 
all,1df46c00,c1255304-42f0-4b09-a4a7-6bb08170037e,personalization,0,,,# Personalization Pack 20 - 
all,aaf7dc00,da78b3f4-45fd-4f9f-a5bc-a5d8a7df62d6,personalization,0,,,# Personalization Pack 21 - 
all,b6093c00,bbbb6b84-6608-4781-b3b5-c01f03f3c8c5,personalization,0,,,# Personalization Pack 22 - 
all,c5456c00,865f5380-7060-4872-852b-263e0ad201ae,customization,0,,,# Resistance Pack
all,2380f800,678b5b23-9378-487b-bd63-0ca81e259d2d,personalization,0,,,# Personalization Pack 11 - Bling
all,76868000,86dd8b39-3865-498d-acba-44ff905dcf45,personalization,0,,,# Personalization Pack 12 - Extinction
all,b4411c00,8248ce32-85b0-4079-906d-ea31611b270f,personalization,0,,,# Personalization Pack 13 - Fitness
all,88139c00,9d01e577-a533-4c9b-9c5d-1255f51612c6,personalization,0,,,# Personalization Pack 14 - Koi
all,3e156000,7ea418e4-0782-4080-8e32-7a0475f31816,personalization,0,,,# Personalization Pack 15 - Heavy Metal
all,43aaa800,6e04e660-992b-4f7d-bc53-a24f42311dbb,personalization,0,,,# Personalization Pack 16 - Unicorn
all,0c06dc00,4ac31c19-4852-4191-975f-47d3d1a45e4b,customization,0,,,# Spectrum Warrior
all,0154d000,6b976dfa-6809-4f79-8beb-a9b7e46dd76d,customization,0,,,# Astronaut
all,aa048800,ff4f5389-5f33-4d84-a5fb-5eb157bb8e48,customization,0,,,# Soap Legend Pack
all,259bb400,53e2f968-9ed7-40b7-bbe8-5aed91101b90,customization,0,,,# Extinction Pack
all,c8c1e800,789fb1d3-6371-4516-ac37-a802f9288070,additional,0,,,# TF141 Pack
all,66ecdc00,b78c8479-24d0-4fd7-b08c-76cd6a849681,personalization,0,,,# Personalization Pack 5 - 1987
all,79e56800,a8b8c870-1917-4e83-9e62-5ebcc60a6160,personalization,0,,,# Personalization Pack 6 - Eyeballs
all,d9145c00,cd763c0d-e753-464e-9434-7371f6e10164,personalization,0,,,# Personalization Pack 7 - Blunt Force
all,48550000,7ea4100a-bf07-48ae-8b94-ebb78515f690,personalization,0,,,# Personalization Pack 8 - Hex
all,5da58000,b6326a3e-682a-4f93-9ba9-347fa72dc1c5,personalization,0,,,# Personalization Pack 9 - Heartlands
all,3f546000,440f6d8a-7e43-4634-a597-01a6f2ab4f16,personalization,0,,,# Personalization Pack 10 - Molten
all,dfc8dc00,9188f370-0121-46ce-acf4-e9be053f22d9,customization,0,,,# Makarov Legend Pack
all,0cd70000,86866b00-c834-425f-b6d0-ea14c1a05c96,customization,0,,,# Zakhaev Character
all,0eaaa800,b23b3fc4-2938-4dfe-9d3e-637589376ac0,customization,0,,,# Rorke Character
all,0eac4000,dda227d4-a3c9-44d5-891e-b904be914971,customization,0,,,# Hazmat Character
all,5d5edc00,89f7fc95-7fb0-48c1-af7c-eacd253d2dd1,extraslots,0,,,# Extra Slots
all,24627c00,fa531980-acf9-41d9-9212-a7fa8794b65b,customization,,,,# Hero Character Elias0
all,9e9c4800,55b9908c-e0c1-4d9a-962c-c175e49d7b01,customization,0,,,# Hero Character Hesh
all,b7073c00,16dcb86f-f441-4f72-851a-be49d8fac971,customization,0,,,# Hero Character Meerick
