6b8b1a78-b8d4-4bdc-a835-c573f3a31cb4,img_store_season_pass,seasonpass,seasonpass
8fc6223f-d675-4d0f-82dd-5db64780a63f,img_store_festive_pack,mdlc_pack0,personalization
54d6db0f-6107-4862-93be-3f062dd7c302,img_store_beast_pack,mdlc_pack1,additional
6a711c6d-4f70-42fa-8f38-0d77cdaaf0c0,img_store_onslaught_pack,dlc3,dlc
89f7fc95-7fb0-48c1-af7c-eacd253d2dd1,img_store_extra_slots,mdlc_pack2,extraslots
fa531980-acf9-41d9-9212-a7fa8794b65b,img_store_hero_elias,mdlc_pack3,customization
55b9908c-e0c1-4d9a-962c-c175e49d7b01,img_store_hero_hesh,mdlc_pack4,customization
16dcb86f-f441-4f72-851a-be49d8fac971,img_store_hero_merrick,mdlc_pack5,customization
2cd41eb0-f19b-4d7b-a4d9-30a825689781,img_store_hero_keegan,mdlc_pack6,customization
700ea071-7735-4e86-99ba-7bb1f9022b09,img_store_hero_price,mdlc_pack7,customization
99ca4292-4ddc-44fc-8efc-154aabf4572a,img_store_pers_pack_01,mdlc_pack8,personalization
14eaf18d-1f3e-42ed-99ce-a95d939be3cb,img_store_pers_pack_02,mdlc_pack9,personalization
2b7c5745-6f99-4454-bbda-7742907f3dc9,img_store_pers_pack_03,mdlc_pack10,personalization
195813f3-c604-482d-981f-d3a2408b4a7f,img_store_pers_pack_04,mdlc_pack11,personalization
dda227d4-a3c9-44d5-891e-b904be914971,img_store_char_hazmat,mdlc_pack14,customization
9188f370-0121-46ce-acf4-e9be053f22d9,img_store_char_makarov,mdlc_pack19,customization
b23b3fc4-2938-4dfe-9d3e-637589376ac0,img_store_char_rorke,mdlc_pack13,customization
86866b00-c834-425f-b6d0-ea14c1a05c96,img_store_char_zakhaev,mdlc_pack12,customization
789fb1d3-6371-4516-ac37-a802f9288070,img_store_add_tf141,mdlc_pack23,additional
53e2f968-9ed7-40b7-bbe8-5aed91101b90,img_store_char_extinction,mdlc_pack22,customization
ff4f5389-5f33-4d84-a5fb-5eb157bb8e48,img_store_char_soap,mdlc_pack21,customization
b78c8479-24d0-4fd7-b08c-76cd6a849681,img_store_pers_pack_05,mdlc_pack15,personalization
a8b8c870-1917-4e83-9e62-5ebcc60a6160,img_store_pers_pack_06,mdlc_pack16,personalization
cd763c0d-e753-464e-9434-7371f6e10164,img_store_pers_pack_07,mdlc_pack17,personalization
7ea4100a-bf07-48ae-8b94-ebb78515f690,img_store_pers_pack_08,mdlc_pack18,personalization
b6326a3e-682a-4f93-9ba9-347fa72dc1c5,img_store_pers_pack_09,mdlc_pack24,personalization
440f6d8a-7e43-4634-a597-01a6f2ab4f16,img_store_pers_pack_10,mdlc_pack20,personalization
9093854d-fa08-4937-9dc3-1f48cd29bc60,img_store_onslaught_pack,dlc3,dlc
a2387af5-dc56-4086-b8b0-f162ca36793b,img_store_devastation_pack,dlc4,dlc
99bc9e0c-4bd7-4a50-903a-3dd72b3cf987,img_store_drill_sergeant,dlc10,voices
560fac96-98e3-453e-98e6-05f45f10413d,img_store_rapper,dlc11,voices
678b5b23-9378-487b-bd63-0ca81e259d2d,img_store_pers_pack_11,mdlc_pack25,personalization
86dd8b39-3865-498d-acba-44ff905dcf45,img_store_pers_pack_12,mdlc_pack26,personalization
8248ce32-85b0-4079-906d-ea31611b270f,img_store_pers_pack_13,mdlc_pack27,personalization
9d01e577-a533-4c9b-9c5d-1255f51612c6,img_store_pers_pack_14,mdlc_pack28,personalization
7ea418e4-0782-4080-8e32-7a0475f31816,img_store_pers_pack_15,mdlc_pack29,personalization
6e04e660-992b-4f7d-bc53-a24f42311dbb,img_store_pers_pack_16,mdlc_pack30,personalization
4ac31c19-4852-4191-975f-47d3d1a45e4b,img_store_char_spectrum,mdlc_pack31,customization
6b976dfa-6809-4f79-8beb-a9b7e46dd76d,img_store_char_space,mdlc_pack32,customization
49972dd4-09b2-485a-8892-6201cc2b5547,img_store_invasion_pack,dlc5,dlc
865f5380-7060-4872-852b-263e0ad201ae,img_store_char_resistance,mdlc_pack33,customization
86197cf0-5cdd-40eb-8f96-afa44129e2e9,img_store_pers_pack_17,mdlc_pack34,personalization
2e9fd298-3777-4a11-9af2-9288dd25ab64,img_store_pers_pack_18,mdlc_pack35,personalization
6563c716-cda0-4cbd-b07a-e9a99d8d94eb,img_store_pers_pack_19,mdlc_pack36,personalization
c1255304-42f0-4b09-a4a7-6bb08170037e,img_store_pers_pack_twenty,mdlc_pack37,personalization
da78b3f4-45fd-4f9f-a5bc-a5d8a7df62d6,img_store_pers_pack_twentyone,mdlc_pack38,personalization
bbbb6b84-6608-4781-b3b5-c01f03f3c8c5,img_store_pers_pack_twentytwo,mdlc_pack39,personalization
2d1e56e2-f4db-4a4a-81a0-e4c6f103404b,img_store_pers_pack_flags,mdlc_pack40,personalization
adaecf85-a006-445a-b480-d926076ecf90,img_store_weapon_ripper,mdlc_pack41,additional
88a451fa-29aa-420a-852f-c1de7a2b428b,img_store_weapon_maverick,mdlc_pack42,additional
f04cae49-c14b-4df0-93a9-0e61fa94dea9,img_store_char_bluntforce,mdlc_pack43,customization
193f51f4-305a-4b00-8d5d-01583c5a7dae,img_store_char_inferno,mdlc_pack44,customization
6119b3d2-5278-4826-9b67-a09e09415524,img_store_char_bling,mdlc_pack45,customization
b37328f4-1c2a-4543-a127-75c331a191e9,img_store_nemesis_pack,dlc6,dlc
40bbfa62-064c-4ff2-a861-dd82c109dfab,img_store_advanced_warfare,aw,crossgame
